from,to,type,count
Hi_callmeadin,ekswanit,retweet,1
Hi_callmeadin,hanaadul_,retweet,1
Hi_callmeadin,hostatayo,retweet,1
Hi_callmeadin,hyunjaebee,retweet,1
Hi_callmeadin,inichiroo,retweet,1
Hi_callmeadin,kyuitsmine,retweet,1
Hi_callmeadin,kyuuuuu98_,retweet,1
Hi_callmeadin,leedaisy___,retweet,1
Hi_callmeadin,mata_jinyoung,retweet,1
Hi_callmeadin,minxeesaw,retweet,1
Hi_callmeadin,mtkb_,retweet,1
Hi_callmeadin,not_parkjihyo,retweet,1
Hi_callmeadin,privatebutnahh,retweet,1
Hi_callmeadin,qseulbear,retweet,1
Hi_callmeadin,santakarra_,retweet,1
Hi_callmeadin,skyrocket17_,retweet,1
Hi_callmeadin,sugarflake13,retweet,1
Hi_callmeadin,thesebongz,retweet,1
Hi_callmeadin,twnyandl,retweet,1
Hi_callmeadin,uwuuucute,retweet,1
Hi_callmeadin,wisskdi,retweet,1
Hi_callmeadin,xsnericsx,retweet,1
Huelieee,CaSya11_,retweet,1
Huelieee,Chocoholic15_,retweet,1
Huelieee,EvanCh002,retweet,1
Huelieee,Tari1512,retweet,1
Huelieee,andi_rusty,retweet,1
Huelieee,desiyy3,retweet,1
Huelieee,ennoiyaiyamo,retweet,1
Huelieee,frna2419,retweet,1
Huelieee,jianniel_,retweet,1
Huelieee,putrilkl23,retweet,1
Huelieee,rosalindaputrip,retweet,1
Huelieee,suram_23,retweet,1
Huelieee,upper_dj,retweet,1
INNERFAIRIES,jindemenmancing,reply,2
INNERTAEBY,95Kimaraa,retweet,1
INNERTAEBY,Ara22243594,retweet,1
INNERTAEBY,AuliaDamay9795,retweet,1
INNERTAEBY,CANLOPEL,retweet,1
INNERTAEBY,Choojjii,retweet,1
INNERTAEBY,CookyFee,retweet,1
INNERTAEBY,Eternallnamoon,retweet,1
INNERTAEBY,Galaxy_jjk,retweet,1
INNERTAEBY,Koomyeuph0ria,retweet,1
INNERTAEBY,Moonshoot7,retweet,1
INNERTAEBY,Nashigowrengs,retweet,1
INNERTAEBY,Ntata20,retweet,1
INNERTAEBY,OzenDiana,retweet,1
INNERTAEBY,SArsylia,retweet,1
INNERTAEBY,Springsent_jk,retweet,1
INNERTAEBY,Sugby_,retweet,1
INNERTAEBY,TAEGUUK73,retweet,1
INNERTAEBY,Taegi_Dlast,retweet,1
INNERTAEBY,ValKoodi,retweet,1
INNERTAEBY,Yourmygiii,retweet,1
INNERTAEBY,Z3ROCLOCK,retweet,1
INNERTAEBY,achacacia,retweet,1
INNERTAEBY,adorablemyg_,retweet,1
INNERTAEBY,aiguukie,retweet,1
INNERTAEBY,aiwuffkoo,retweet,1
INNERTAEBY,anaknyaseokjin,retweet,1
INNERTAEBY,anisaaa29684633,retweet,1
INNERTAEBY,badguytypee,retweet,1
INNERTAEBY,bbyberrytae,retweet,1
INNERTAEBY,bebyestae,retweet,1
INNERTAEBY,beeyourrs,retweet,1
INNERTAEBY,bitaeluv,retweet,1
INNERTAEBY,blackcardyoongi,retweet,1
INNERTAEBY,blackcurranttae,retweet,1
INNERTAEBY,blacxsw7n_,retweet,1
INNERTAEBY,bubblejee_,retweet,1
INNERTAEBY,captivvate,retweet,1
INNERTAEBY,ccatmeow_,retweet,1
INNERTAEBY,cghtliejm,retweet,1
INNERTAEBY,dionoysus,retweet,1
INNERTAEBY,dionyschild,retweet,1
INNERTAEBY,eternallyoongii,retweet,1
INNERTAEBY,euphorbiya,retweet,1
INNERTAEBY,galacctae,retweet,1
INNERTAEBY,gbrlmhrn,retweet,1
INNERTAEBY,geniuschim,retweet,1
INNERTAEBY,ggukfloria,retweet,1
INNERTAEBY,huimangssea,retweet,1
INNERTAEBY,iamkimgreen1230,retweet,1
INNERTAEBY,innerjikooks,retweet,1
INNERTAEBY,jamaisssvu,retweet,1
INNERTAEBY,jeonxmina,retweet,1
INNERTAEBY,jinnbie,retweet,1
INNERTAEBY,jinnieshainy,retweet,1
INNERTAEBY,jmoonugh_,retweet,1
INNERTAEBY,jooniert,retweet,1
INNERTAEBY,kimbabkiddinggg,retweet,1
INNERTAEBY,kimjeon_guk3001,retweet,1
INNERTAEBY,kkulggukie,retweet,1
INNERTAEBY,kookaltime12,retweet,1
INNERTAEBY,kookoopie_,retweet,1
INNERTAEBY,ktaaehxx,retweet,1
INNERTAEBY,ktaeyaaa,retweet,1
INNERTAEBY,lookataeyes,retweet,1
INNERTAEBY,lovelysyugar,retweet,1
INNERTAEBY,luvwithgurll,retweet,1
INNERTAEBY,makkeolligirl,retweet,1
INNERTAEBY,mintssugarr,retweet,1
INNERTAEBY,mllkywayy__,retweet,1
INNERTAEBY,mphiiuwu,retweet,1
INNERTAEBY,nambinkusayang,retweet,1
INNERTAEBY,namjuncrabs_,retweet,1
INNERTAEBY,nandadesy3,retweet,1
INNERTAEBY,natawithbts,retweet,1
INNERTAEBY,ndhalyndha,retweet,1
INNERTAEBY,novijeon97,retweet,1
INNERTAEBY,oreviabel,retweet,1
INNERTAEBY,pasigaje,retweet,1
INNERTAEBY,perkedelgvrly_,retweet,1
INNERTAEBY,princeekook,retweet,1
INNERTAEBY,ravnclow,retweet,1
INNERTAEBY,rinerchild,retweet,1
INNERTAEBY,ruubyyjjeebabo,retweet,1
INNERTAEBY,salsabilanpf17,retweet,1
INNERTAEBY,sayaadlhcdw1,retweet,1
INNERTAEBY,seokliarj_,retweet,1
INNERTAEBY,shinningjinnie,retweet,1
INNERTAEBY,sijakbuteo,retweet,1
INNERTAEBY,springgukiee,retweet,1
INNERTAEBY,sunflowpjm,retweet,1
INNERTAEBY,sweetypiepjm,retweet,1
INNERTAEBY,taegicasa_,retweet,1
INNERTAEBY,taekimieee,retweet,1
INNERTAEBY,taekookiesst,retweet,1
INNERTAEBY,taestheticoo,retweet,1
INNERTAEBY,tan_adinda,retweet,1
INNERTAEBY,tataland971,retweet,1
INNERTAEBY,tattaepurple,retweet,1
INNERTAEBY,vantjiky,retweet,1
INNERTAEBY,vanwhydz,retweet,1
INNERTAEBY,wisteriaruu,retweet,1
INNERTAEBY,xogusrkd,retweet,1
INNERTAEBY,y_eom_yun,retweet,1
INNERTAEBY,yourhosucks,retweet,1
Ibra_official,fritzgerrard,reply,1
Iiatheworld,square206,retweet,1
Iiatheworld,taehyungyourbae,retweet,1
IndraJa88514884,HendrianusTamal,retweet,1
IndraJa88514884,Hmdka_ptr,retweet,1
IndraJa88514884,Paskalis_7,retweet,1
IndraJa88514884,alisyam_m,retweet,1
IndraJa88514884,rhmxns,retweet,1
IndraJa88514884,trsyaaz,retweet,1
IotRokhaya,offgunnamjoon,reply,2
Irulktxhhh,Irulktxhhh,retweet,2
Irulktxhhh,LanxthIly,retweet,1
Irulktxhhh,Rizmoella,retweet,1
Irulktxhhh,Shatalia1,retweet,1
Irulktxhhh,YJPDnim,retweet,1
Irulktxhhh,__taekookwa,retweet,1
Irulktxhhh,imziraa_,retweet,1
Irulktxhhh,kimjeon_guk3001,retweet,1
Irulktxhhh,kokoyabang,retweet,1
Irulktxhhh,liyoonbin,retweet,1
Irulktxhhh,lovebeyondbts,retweet,2
Irulktxhhh,mrslnaprtw05,retweet,1
Irulktxhhh,niseesaw,retweet,1
Irulktxhhh,parkjiminniee8,retweet,1
Irulktxhhh,prodcyjun,retweet,1
Irulktxhhh,ri_vante,reply,1
Irulktxhhh,serendipitymya,retweet,1
Irulktxhhh,ss_kzz,retweet,1
Irulktxhhh,sweetvmoonn,retweet,1
Irulktxhhh,yeahhhhhhhhhh_h,retweet,1
ItikNoodleSoup_,95Kimaraa,retweet,1
ItikNoodleSoup_,ARMYBTS85483924,retweet,1
ItikNoodleSoup_,AnotherAca,retweet,2
ItikNoodleSoup_,ArnleeA,retweet,2
ItikNoodleSoup_,AuliyaArmy,retweet,1
ItikNoodleSoup_,Babyseokjinn,retweet,1
ItikNoodleSoup_,Ch0namgyeol,retweet,1
ItikNoodleSoup_,Deykolmebaepsae,retweet,1
ItikNoodleSoup_,Efrataniaa,retweet,1
ItikNoodleSoup_,Gomdo_rii,retweet,1
ItikNoodleSoup_,HyoVtae,retweet,1
ItikNoodleSoup_,ItikNoodleSoup_,retweet,5
ItikNoodleSoup_,IyanIdan,retweet,1
ItikNoodleSoup_,JALMAISVU,retweet,1
ItikNoodleSoup_,JEONGKOOKlE,retweet,1
ItikNoodleSoup_,JKISLIT,retweet,1
ItikNoodleSoup_,Junghee57341328,retweet,2
ItikNoodleSoup_,Jvchimsyll,retweet,1
ItikNoodleSoup_,KQmoomoo,retweet,1
ItikNoodleSoup_,Kyeontanie_,retweet,1
ItikNoodleSoup_,LYS2277,retweet,1
ItikNoodleSoup_,Lightpurple0_0,retweet,1
ItikNoodleSoup_,Luvvjin3000,retweet,1
ItikNoodleSoup_,Malforhope,retweet,1
ItikNoodleSoup_,Minnsyugasaa93,retweet,1
ItikNoodleSoup_,Moonjinminnn,retweet,1
ItikNoodleSoup_,NamuJoonss_,retweet,1
ItikNoodleSoup_,Ntata20,retweet,1
ItikNoodleSoup_,OurSummer0t5,retweet,1
ItikNoodleSoup_,Ourxx94,retweet,1
ItikNoodleSoup_,Purnama___,retweet,1
ItikNoodleSoup_,PutriBuddy,retweet,1
ItikNoodleSoup_,Rumtaehyungnie,retweet,1
ItikNoodleSoup_,RzzJeon_,retweet,1
ItikNoodleSoup_,SCOREKOK,retweet,1
ItikNoodleSoup_,SjimJ,retweet,1
ItikNoodleSoup_,Springsent_jk,retweet,1
ItikNoodleSoup_,TAEGUUK73,retweet,1
ItikNoodleSoup_,Tae_Boo__2,retweet,1
ItikNoodleSoup_,Taewithwife,retweet,1
ItikNoodleSoup_,ValKoodi,retweet,1
ItikNoodleSoup_,WulanHanna2,retweet,1
ItikNoodleSoup_,X1ForeverOne,retweet,1
ItikNoodleSoup_,Yourmygiii,retweet,1
ItikNoodleSoup_,Z3ROCLOCK,retweet,1
ItikNoodleSoup_,ZhyLu_,retweet,1
ItikNoodleSoup_,_ImyourAliennn_,retweet,1
ItikNoodleSoup_,_herrawt,retweet,1
ItikNoodleSoup_,_strwbrrymilk_,retweet,1
ItikNoodleSoup_,_thefirstt,retweet,1
ItikNoodleSoup_,adngell_,retweet,1
ItikNoodleSoup_,aelurophii,retweet,1
ItikNoodleSoup_,anesinarid,retweet,1
ItikNoodleSoup_,apiertemis,retweet,1
ItikNoodleSoup_,armyluvyou_,retweet,1
ItikNoodleSoup_,arxepjm,retweet,1
ItikNoodleSoup_,asheteetyfxx,retweet,1
ItikNoodleSoup_,avz_ir,retweet,1
ItikNoodleSoup_,awgirl_,retweet,1
ItikNoodleSoup_,ay0hitmanbang_,retweet,1
ItikNoodleSoup_,ayunanteaa,retweet,1
ItikNoodleSoup_,bangtanseaa,retweet,1
ItikNoodleSoup_,bbytaetaeee,retweet,1
ItikNoodleSoup_,blackpurplebee,retweet,1
ItikNoodleSoup_,blacqswann,retweet,1
ItikNoodleSoup_,blueemin9,retweet,1
ItikNoodleSoup_,bngtnlvs,retweet,1
ItikNoodleSoup_,btgmwith_luv,retweet,1
ItikNoodleSoup_,bucinkoo_,retweet,1
ItikNoodleSoup_,busanlight,retweet,1
ItikNoodleSoup_,by_girlpark,retweet,1
ItikNoodleSoup_,bykook_,retweet,1
ItikNoodleSoup_,calif0rniaa,retweet,2
ItikNoodleSoup_,callme_naa,retweet,1
ItikNoodleSoup_,ccookyynim,retweet,1
ItikNoodleSoup_,ceccindyy,retweet,1
ItikNoodleSoup_,cghtliejm,retweet,1
ItikNoodleSoup_,chimbeey_,retweet,1
ItikNoodleSoup_,chiminiee95_,retweet,1
ItikNoodleSoup_,chimins_lcvebot,retweet,1
ItikNoodleSoup_,chintaeyaa,retweet,1
ItikNoodleSoup_,chocojungoo,retweet,1
ItikNoodleSoup_,chuphacuuu,retweet,1
ItikNoodleSoup_,cigarttaex,retweet,1
ItikNoodleSoup_,cinderjoyi,retweet,1
ItikNoodleSoup_,cisaturntae,retweet,1
ItikNoodleSoup_,citrusbangtan,retweet,1
ItikNoodleSoup_,cocotaetree,retweet,1
ItikNoodleSoup_,cokaainryx,retweet,1
ItikNoodleSoup_,cookiestet,retweet,1
ItikNoodleSoup_,ctrllaxchim_,retweet,1
ItikNoodleSoup_,d_yoongs,retweet,1
ItikNoodleSoup_,daecwita,retweet,1
ItikNoodleSoup_,daegumandue,retweet,1
ItikNoodleSoup_,delighttaeej,retweet,1
ItikNoodleSoup_,diian_meii,retweet,1
ItikNoodleSoup_,dr0ptheddaeng_,retweet,1
ItikNoodleSoup_,dystopiamini,retweet,1
ItikNoodleSoup_,edelweisnazu,retweet,1
ItikNoodleSoup_,etaernaIIyy,retweet,1
ItikNoodleSoup_,etaernalinner,retweet,1
ItikNoodleSoup_,eternalmoonc,retweet,1
ItikNoodleSoup_,eternmoons,retweet,1
ItikNoodleSoup_,euphoria1942974,retweet,1
ItikNoodleSoup_,euphoriajunggo,retweet,1
ItikNoodleSoup_,euphoriamagics_,retweet,1
ItikNoodleSoup_,fatimahtimmy,retweet,1
ItikNoodleSoup_,fckiinghurtt,retweet,1
ItikNoodleSoup_,filterjmxxs_,retweet,1
ItikNoodleSoup_,filterughh,retweet,1
ItikNoodleSoup_,filterxjmn,retweet,1
ItikNoodleSoup_,fineeef,retweet,1
ItikNoodleSoup_,flowersjunee,retweet,1
ItikNoodleSoup_,fltrjim_,retweet,1
ItikNoodleSoup_,flyingmeoww,retweet,1
ItikNoodleSoup_,fvckinlovu,retweet,1
ItikNoodleSoup_,gemintangutara,retweet,1
ItikNoodleSoup_,ggrlstf,retweet,1
ItikNoodleSoup_,ggukkiw,retweet,1
ItikNoodleSoup_,googieenthuu,retweet,1
ItikNoodleSoup_,googiensi,retweet,1
ItikNoodleSoup_,h1kookie,retweet,1
ItikNoodleSoup_,hanhanxxx_ssi,retweet,1
ItikNoodleSoup_,heybr0sist,retweet,1
ItikNoodleSoup_,heynananaaa__,retweet,1
ItikNoodleSoup_,heysweetae,retweet,1
ItikNoodleSoup_,hnzzhr,retweet,1
ItikNoodleSoup_,hobie1301,retweet,1
ItikNoodleSoup_,hopetaexy,retweet,1
ItikNoodleSoup_,hskjmn,retweet,1
ItikNoodleSoup_,ilyiliaa,retweet,1
ItikNoodleSoup_,im_appaaa,retweet,2
ItikNoodleSoup_,ineffablelisndr,retweet,1
ItikNoodleSoup_,ios_ksj,retweet,1
ItikNoodleSoup_,istgkth_,retweet,1
ItikNoodleSoup_,itsforsuga,retweet,1
ItikNoodleSoup_,jaljaaa,retweet,2
ItikNoodleSoup_,jamaisssvu,retweet,1
ItikNoodleSoup_,jeonaraforia,retweet,1
ItikNoodleSoup_,jeonkayc,retweet,1
ItikNoodleSoup_,jeonxhara,retweet,1
ItikNoodleSoup_,jesicaaaaw,retweet,1
ItikNoodleSoup_,jhobisshi,retweet,1
ItikNoodleSoup_,jiminismylilbee,retweet,1
ItikNoodleSoup_,jinnjinnjaa,retweet,1
ItikNoodleSoup_,jjeonseu,retweet,1
ItikNoodleSoup_,jjk01997_,retweet,1
ItikNoodleSoup_,jjkindss,retweet,1
ItikNoodleSoup_,jjkiseuphoria,retweet,1
ItikNoodleSoup_,jjkyeochin,retweet,1
ItikNoodleSoup_,jkookyz,retweet,1
ItikNoodleSoup_,jmnyoongie,retweet,3
ItikNoodleSoup_,jnwchu,retweet,1
ItikNoodleSoup_,jungsmy,retweet,1
ItikNoodleSoup_,kimtaebyy,retweet,1
ItikNoodleSoup_,kimtata530,retweet,1
ItikNoodleSoup_,kincikookie_,retweet,1
ItikNoodleSoup_,kingceojin,retweet,1
ItikNoodleSoup_,kkimlavaa,retweet,1
ItikNoodleSoup_,kkulggukie,retweet,2
ItikNoodleSoup_,kookqis_,retweet,1
ItikNoodleSoup_,kthfordis,retweet,1
ItikNoodleSoup_,kthjeon_,retweet,1
ItikNoodleSoup_,laachimolala_,retweet,2
ItikNoodleSoup_,lenpark_,retweet,1
ItikNoodleSoup_,liajimssss,retweet,1
ItikNoodleSoup_,lilmeownggi,retweet,1
ItikNoodleSoup_,lilmygmeow_,retweet,1
ItikNoodleSoup_,littlemocy,retweet,1
ItikNoodleSoup_,loveJimin9514,retweet,1
ItikNoodleSoup_,lovemejhoseok,retweet,1
ItikNoodleSoup_,luvwithgurll,retweet,1
ItikNoodleSoup_,lveurslfx,retweet,1
ItikNoodleSoup_,m1nlatt3,retweet,1
ItikNoodleSoup_,mamskie_,retweet,1
ItikNoodleSoup_,mejicshop,retweet,1
ItikNoodleSoup_,miiiestetiiik_,retweet,1
ItikNoodleSoup_,minbbyz,retweet,1
ItikNoodleSoup_,minyoonfairy,retweet,1
ItikNoodleSoup_,miraclestaetae,retweet,1
ItikNoodleSoup_,mllkywayy__,retweet,1
ItikNoodleSoup_,moonamjooning,retweet,1
ItikNoodleSoup_,moonstarjn,retweet,1
ItikNoodleSoup_,mypolarius_ttae,retweet,1
ItikNoodleSoup_,nambinkusayang,retweet,1
ItikNoodleSoup_,nanas_threeteen,retweet,1
ItikNoodleSoup_,navanteii,retweet,1
ItikNoodleSoup_,naveore,retweet,3
ItikNoodleSoup_,ndhalyndha,retweet,1
ItikNoodleSoup_,nicolewithluv95,retweet,3
ItikNoodleSoup_,nmjunggukie,retweet,2
ItikNoodleSoup_,noonasugus,retweet,1
ItikNoodleSoup_,nuna_agustd,retweet,1
ItikNoodleSoup_,nunurere12,retweet,1
ItikNoodleSoup_,ochianakkuk2,retweet,1
ItikNoodleSoup_,ohlidyapp,retweet,1
ItikNoodleSoup_,onternal,retweet,1
ItikNoodleSoup_,oreoqueenos,retweet,1
ItikNoodleSoup_,ourscnrykim,retweet,1
ItikNoodleSoup_,ourthkim,retweet,2
ItikNoodleSoup_,oytrux,retweet,1
ItikNoodleSoup_,pacarnya_yoongi,retweet,1
ItikNoodleSoup_,panjinnie4,retweet,2
ItikNoodleSoup_,pasigaje,retweet,1
ItikNoodleSoup_,peachimy95,retweet,1
ItikNoodleSoup_,piphanyeuphoria,retweet,1
ItikNoodleSoup_,pphpjm,retweet,2
ItikNoodleSoup_,precskook,retweet,1
ItikNoodleSoup_,raniforseokjin,retweet,2
ItikNoodleSoup_,reshakim_,retweet,1
ItikNoodleSoup_,rhmaav,retweet,1
ItikNoodleSoup_,rockberrynoice,retweet,1
ItikNoodleSoup_,saareloved,retweet,1
ItikNoodleSoup_,satophile,retweet,1
ItikNoodleSoup_,saturnside_,retweet,3
ItikNoodleSoup_,seajungs,retweet,3
ItikNoodleSoup_,seokjiningbby,retweet,1
ItikNoodleSoup_,seoltaengi,retweet,1
ItikNoodleSoup_,seoxkjinnie,retweet,1
ItikNoodleSoup_,sgurl_makeitr8,retweet,1
ItikNoodleSoup_,shdwssw,retweet,1
ItikNoodleSoup_,sottomatte,retweet,1
ItikNoodleSoup_,sparklingbtsx,retweet,1
ItikNoodleSoup_,stradvu,retweet,1
ItikNoodleSoup_,streetfwOd,retweet,1
ItikNoodleSoup_,sugapoww,retweet,1
ItikNoodleSoup_,sugaramel,retweet,1
ItikNoodleSoup_,sugarchxs,retweet,1
ItikNoodleSoup_,sushitaetae,retweet,1
ItikNoodleSoup_,syugaryoon,retweet,1
ItikNoodleSoup_,taeedyy,retweet,1
ItikNoodleSoup_,taeggukie_ci912,retweet,1
ItikNoodleSoup_,taekookdotkom,retweet,1
ItikNoodleSoup_,taelushu,retweet,1
ItikNoodleSoup_,taenggoby,retweet,1
ItikNoodleSoup_,taeradorable,retweet,1
ItikNoodleSoup_,tan_adinda,retweet,1
ItikNoodleSoup_,theetaernaly,retweet,1
ItikNoodleSoup_,thepurpleland,retweet,1
ItikNoodleSoup_,thstcxby,retweet,1
ItikNoodleSoup_,tinnytyun,retweet,1
ItikNoodleSoup_,tiramizucoffe,retweet,1
ItikNoodleSoup_,tkjraforever,retweet,1
ItikNoodleSoup_,traptaegii,retweet,1
ItikNoodleSoup_,treasureguurl,retweet,1
ItikNoodleSoup_,ttaelgisweet,retweet,1
ItikNoodleSoup_,ttwtysix,retweet,1
ItikNoodleSoup_,vanleviosa,retweet,1
ItikNoodleSoup_,vanllattae,retweet,1
ItikNoodleSoup_,vantedys,retweet,1
ItikNoodleSoup_,vanwhydz,retweet,1
ItikNoodleSoup_,vgirlfriend2,retweet,2
ItikNoodleSoup_,vgukies,retweet,1
ItikNoodleSoup_,vjgold95,retweet,1
ItikNoodleSoup_,vnmseptiani,retweet,1
ItikNoodleSoup_,vvingardiom,retweet,1
ItikNoodleSoup_,wafzxr,retweet,1
ItikNoodleSoup_,whalienjam,retweet,1
ItikNoodleSoup_,winterflowerrs,retweet,1
ItikNoodleSoup_,wuvbangtans,retweet,1
ItikNoodleSoup_,wyntersugar2,retweet,1
ItikNoodleSoup_,xbunnykoox,retweet,1
ItikNoodleSoup_,xoluvy29,retweet,1
ItikNoodleSoup_,xxluvyjiminie,retweet,1
ItikNoodleSoup_,xxnzxxn,retweet,1
ItikNoodleSoup_,xxvanteeko,retweet,1
ItikNoodleSoup_,yohangyulie_,retweet,1
ItikNoodleSoup_,yuunki_min,retweet,1
ItikNoodleSoup_,zaihopee,retweet,1
JIMINSENSEII,NamSrna1,reply,2
JJKJeonnn,kangrujak_,retweet,1
JK_Indonesian,AnggiIrnanda,retweet,1
JK_Indonesian,DeeeyKookiiee,retweet,1
JK_Indonesian,JKlover23566012,retweet,1
JK_Indonesian,Kookie58451803,retweet,1
JK_Indonesian,Moonangis_,retweet,1
JK_Indonesian,azzuhro_devina,retweet,1
JK_Indonesian,borahajk,retweet,1
JK_Indonesian,btsxjulita,retweet,1
JK_Indonesian,sweetykook_,retweet,1
JMIBNIDA,ARMYW0RLD,retweet,1
JMIBNIDA,ggukfilter0,retweet,1
JMIBNIDA,ifysoul,reply,1
JMIBNIDA,moniewife2,retweet,1
JMIBNIDA,serendipychimm,reply,2
JMIBNIDA,sherakimm,reply,2
JMIBNIDA,ssparklejin,reply,1
Jaexhyuniest,Mar_iskaaaa,retweet,1
Jaexhyuniest,Youkais8,retweet,1
Jaexhyuniest,coffeedayyy,retweet,1
Jaexhyuniest,ekswanit,retweet,1
JalenTheGod,hollyhoodShumpo,reply,1
JasmineBeMinee,jareddbou,retweet,1
JasmineBeMinee,reveumey,retweet,1
Jaydensdeadbody,friendlym82,reply,2
Jee158,2002overtrashii,retweet,1
Jee158,FarhanOP436,retweet,1
Jee158,Hani61076522,retweet,1
Jee158,Itsbaejin1,retweet,1
Jee158,Lilies2703,retweet,1
Jee158,Merilili2,retweet,1
Jee158,NekoMeoow,retweet,1
Jee158,RAswarani,retweet,1
Jee158,SonJoyShin53,retweet,1
Jee158,_visca18,retweet,1
Jee158,eshilde_10,retweet,1
Jee158,eunsang2610__,retweet,1
Jee158,fatimahtimmy,retweet,1
Jee158,hi_nadiahere,retweet,1
Jee158,milkytnx,retweet,1
Jee158,minxeesaw,retweet,1
Jee158,ourfairykook,retweet,1
Jee158,rosalindaputrip,retweet,1
Jee158,sikecilmarmut,retweet,1
Jee158,tiredofhrgsrry,retweet,1
Jelangfajar7,ammardhaazzahra,retweet,1
Jelangfajar7,dhi_utami,retweet,1
Jelangfajar7,euntaaja,retweet,1
Jelangfajar7,ilysbhaechan,retweet,1
Jelangfajar7,nimasayukade_,retweet,1
Jelangfajar7,setiyowicana,retweet,1
JeonDesi97,Dyaay_,retweet,1
JeonDesi97,JKISLIT,retweet,1
JeonDesi97,busanngirll,retweet,1
JeonDesi97,creemycookie,retweet,1
JeonDesi97,kimkimchiiii,retweet,1
JeonDesi97,meowjm_,retweet,1
JeromePolin,luvforte,reply,1
Jimochi0613,ri_vante,reply,1
Joaryushin,diyontil,retweet,1
JohnBoyega,NAMRESPECT,reply,2
JunKim__,joonie_jun,retweet,1
Junenthu,Dyaay_,retweet,1
Junenthu,KimShofieJeon,retweet,1
Junenthu,YaniaSadiyah,retweet,1
Junenthu,innawidia,retweet,1
Junenthu,redlemoniaa,retweet,1
Junenthu,taedrugsc,retweet,1
Jungkookgantenk,Bangtanfam22,retweet,1
Jungkookgantenk,Dyaay_,retweet,1
Jungkookgantenk,Jungkookgantenk,retweet,1
Jungkookgantenk,Lovely99683118,retweet,1
Jungkookgantenk,Xierweiyaaa,retweet,1
Jungkookgantenk,anslmin,retweet,1
Jungkookgantenk,beethe_HOPEJ,retweet,1
Jungkookgantenk,citrusbangtan,retweet,1
Jungkookgantenk,jnggukkie,reply,1
Jungkookgantenk,kireibee_,retweet,1
Jungkookgantenk,lilberrysx,retweet,1
Jungkookgantenk,peachpellow,retweet,1
Jungkookgantenk,spajabole,retweet,1
Jyraacb_,99morklcc,retweet,1
Jyraacb_,frey127,retweet,1
Jyraacb_,jinyoungcie,retweet,1
Jyraacb_,kiillanie,retweet,1
Jyraacb_,penguindokso,retweet,1
KA_shine16,AnnisaKarima20,retweet,1
KA_shine16,ImoutWulan,retweet,1
KA_shine16,Leonardo_dicpr0,retweet,1
KA_shine16,Nidhazulfadrian,retweet,1
KA_shine16,Purplel62325980,retweet,1
KA_shine16,RodikyahF,retweet,1
KA_shine16,YeniAgustin1997,retweet,1
KA_shine16,chansun123,retweet,1
KA_shine16,cheeseflurry,retweet,1
KA_shine16,escincausegar,retweet,1
KA_shine16,felixnetlix,retweet,1
KA_shine16,firly_widuri,retweet,1
KA_shine16,fitifitt26,retweet,1
KA_shine16,hanbeeneukkimi,retweet,1
KA_shine16,heffheven,retweet,1
KA_shine16,justwoodzcho,retweet,1
KA_shine16,milkysehun2,retweet,1
KA_shine16,spammiezz_,retweet,1
KA_shine16,yoannachhh,retweet,1
KCah13,awderyy,reply,1
KJooniejm,good__hyun,retweet,1
KJooniejm,whospersona,retweet,1
KPK_RI,diomerue,reply,1
Kentaanng,kiwikish1,retweet,1
KimShineJin,meeemeeeeeeeeee,retweet,1
Kim_Aiko05,7gdboys,retweet,1
Kim_Aiko05,BORAHAEANGEL,retweet,1
Kim_Aiko05,WardhaAdinda,retweet,1
Kim_Aiko05,azzuranp28,retweet,1
Kim_Aiko05,elinmphi1430,retweet,1
Kim_Aiko05,izekielwithme,retweet,1
Kim_Aiko05,jindemenmancing,retweet,1
Kim_Aiko05,mypjm13,retweet,1
Kim_Aiko05,square206,retweet,1
Kim_Aiko05,sugascoopss,retweet,1
Kim_Aiko05,sunshineb_77,retweet,1
Kimch1ireoke,itsmeyours_,reply,1
Kimjinvany,jiyaloveseokjin,reply,1
Kimtaehyggg,Dyaay_,retweet,2
Kimtaehyggg,JYPsMAKNAE,retweet,1
Kimtaehyggg,Jk97There,retweet,1
Kimtaehyggg,Nuraini974,retweet,1
Kimtaehyggg,TAEKOOKIEEESSS,retweet,1
Kimtaehyggg,YaniaSadiyah,retweet,2
Kimtaehyggg,Yunnbii,retweet,1
Kimtaehyggg,blanktaecin,retweet,1
Kimtaehyggg,dbsrlnxogud,retweet,1
Kimtaehyggg,halcyon1221,retweet,1
Kimtaehyggg,hananatg,retweet,2
Kimtaehyggg,innawidia,retweet,1
Kimtaehyggg,istrijimine,retweet,1
Kimtaehyggg,jeeyykkeeyy,retweet,1
Kimtaehyggg,jnggukkie,reply,1
Kimtaehyggg,ktaehggukie,retweet,1
Kimtaehyggg,laachimolala_,retweet,2
Kimtaehyggg,luviening,retweet,2
Kimtaehyggg,mekdisarinahh,retweet,1
Kimtaehyggg,nosalixie,retweet,1
Kimtaehyggg,pacarjk,retweet,1
Kimtaehyggg,redtataehyung,retweet,1
Kimtaehyggg,slsblzzhra_,retweet,1
Kimtaehyggg,sstrawberric,retweet,2
Kimtaehyggg,taedrugsc,retweet,1
Kingtaehyunsss,KhalyaNazwa,retweet,1
Kingtaehyunsss,bobanyatxt,retweet,1
Kingtaehyunsss,thenternll,retweet,1
